scout,match,robot,team,start,show,move,auto_coral_L1_num,auto_coral_L2_num,auto_coral_L3_num,auto_coral_L4_num,robot_reef_removal,robot_algae_picked,robot_net_score,robot_net_miss,proc_score,coral_L1_num,coral_L2_num,coral_L3_num,coral_L4_num,tele_missed,climb_attempt,ending,climb_time,fouls,defense,driver,dead,comments,commentOpen
AW,26,R2,5587,M,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,2,2,NA,0,Was easily shoved out of the way on defense 
CL,26,R1,2537,C,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,1,0,0,2,2,FALSE,No,FALSE,0,0,4,NA,4,
AX,26,R3,8622,F,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,1,0,0,0,5,FALSE,P,FALSE,0,0,2,NA,5,"Loading coral takes long, tried to score L1 by crashing into base of reef and using momentum to get coral in, often failed"
BH,27,B3,339,C,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,3,1,0,0,FALSE,No,FALSE,0,0,2,NA,2,
LJ,27,B2,9709,M,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,No,FALSE,0,0,3,de,,"Unbeached 449 then died shortly after, we salute them "
NL,27,B1,449,F,FALSE,TRUE,0,0,3,0,TRUE,FALSE,0,0,0,5,0,2,4,1,FALSE,No,FALSE,0,0,5,NA,,
AW,27,R2,1811,C,FALSE,TRUE,0,1,0,0,FALSE,FALSE,0,0,0,0,3,3,0,2,FALSE,P,FALSE,0,0,4,NA,,
GL,27,R3,3748,F,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,2,4,0,0,TRUE,D,FALSE,0,0,3,NA,,None :<
CL,27,R1,7886,M,FALSE,TRUE,0,0,0,0,TRUE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,0,0,NA,,it broke and was moving super slow and couldn41391t do anything
BH,28,B3,2421,C,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,1,2,0,2,FALSE,P,FALSE,0,0,2,NA,,
AW,28,R2,4541,F,FALSE,TRUE,0,0,0,1,FALSE,FALSE,0,0,0,0,4,2,0,4,FALSE,No,FALSE,0,0,4,NA,,Robot was a bit slow in general
SBS,28,B2,1885,M,FALSE,TRUE,0,0,0,0,TRUE,TRUE,4,2,2,0,0,0,0,0,FALSE,No,FALSE,0,0,3,NA,,
AX,28,R1,2106,C,FALSE,TRUE,0,0,0,2,TRUE,FALSE,0,0,2,1,0,4,3,0,TRUE,D,TRUE,0,0,5,NA,,"We love 2106, scores coral consistently, scores algae processor, and climbs"
GL,28,R3,2199,M,FALSE,TRUE,0,0,0,1,TRUE,TRUE,0,0,1,1,2,0,0,0,TRUE,D,TRUE,0,0,3,NA,,"Possibly capable of ground, they spat it out tho so unclear how good it is (or it could41391ve bounced in not intakes)"
NL,28,B1,4464,F,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,No,FALSE,1,4,4,NA,0,Very chaotic
GL,29,R3,3793,F,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,8,0,0,0,0,FALSE,No,FALSE,0,0,3,NA,,Non
NL,29,B1,623,M,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,3,3,NA,2,
   BH,29,B3,9403,C,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,5,0,0,0,1,FALSE,P,FALSE,0,0,2,NA,,
IH,29,R2,404,M,FALSE,TRUE,0,0,0,0,TRUE,FALSE,0,0,12,0,0,0,0,0,FALSE,P,FALSE,0,0,4,NA,,Slow vertical extension
AX,29,R1,7770,C,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,1,0,0,3,2,FALSE,No,FALSE,0,0,3,NA,5,"Slow cycles, inconsistent coral loading and scoring, manip is horizontal and tilts sideways to score coral, inconsistent "
SBS,29,B2,2537,F,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,1,0,0,3,1,FALSE,P,FALSE,0,0,3,NA,,Had manip trouble on L4
BH,30,B3,5587,M,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,No,FALSE,0,4,4,NA,,
NL,30,B1,3748,C,FALSE,TRUE,0,0,0,0,TRUE,FALSE,0,0,0,0,3,4,0,0,TRUE,D,TRUE,0,0,0,NA,,
AW,30,R2,9709,M,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,1,1,0,3,FALSE,P,FALSE,0,0,4,NA,2,"Not bad intake, but poor manip"
SBS,30,B2,888,F,FALSE,TRUE,0,0,0,1,FALSE,FALSE,0,0,0,1,0,0,8,1,TRUE,P,FALSE,0,0,3,NA,,
Ashwin,30,R3,3714,F,FALSE,FALSE,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,No,FALSE,1,2,2,NA,,
AX,30,R1,8622,C,FALSE,TRUE,0,0,0,0,TRUE,FALSE,0,0,0,0,2,0,0,1,FALSE,P,FALSE,0,0,3,NA,1,T
BH,31,B3,1811,C,FALSE,TRUE,0,0,0,0,TRUE,FALSE,0,0,0,0,2,4,0,1,FALSE,P,FALSE,0,0,3,NA,,
EC,31,B1,1727,M,FALSE,TRUE,1,0,0,0,TRUE,FALSE,0,0,0,3,0,3,0,3,TRUE,D,TRUE,0,0,4,NA,,
IH,31,R2,10224,F,FALSE,TRUE,0,1,0,0,TRUE,FALSE,0,0,0,0,0,4,3,0,FALSE,P,FALSE,0,0,4,NA,,"Slower intake and elevator, consistent L3, okay L4"
AX,31,R1,449,C,FALSE,TRUE,0,0,0,2,TRUE,FALSE,0,0,0,4,8,2,3,0,FALSE,P,FALSE,0,0,5,NA,,"My fav robot so speedy, echain flopped around"
SBS,31,B2,2421,F,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,0,1,0,0,FALSE,P,FALSE,1,3,4,NA,0,
Ashwin,31,R3,10224,F,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,2,0,3,3,1,FALSE,No,FALSE,0,0,4,NA,,"Focused mainly on L4, some L3 as well"
SBS,32,B2,1111,M,FALSE,TRUE,0,0,0,1,FALSE,FALSE,0,0,0,1,0,0,3,0,FALSE,No,FALSE,0,0,3,NA,,
LJ,32,B3,10449,C,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,6,0,0,0,0,FALSE,P,FALSE,0,4,3,NA,,"Kitbot, indicator lught"
AW,32,R2,2377,F,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,2,2,0,0,0,FALSE,P,FALSE,0,3,3,NA,0,Played defense in the beginning before swapping with 4541
NL,32,B1,339,F,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,2,0,0,0,FALSE,P,FALSE,0,0,3,NA,2,
AX,32,R1,4541,M,FALSE,TRUE,0,0,0,0,TRUE,FALSE,0,0,0,0,0,0,1,1,FALSE,P,FALSE,0,3,3,NA,,"Slow cycles, takes lot of time to position coral, tech issue happened halfway and robot played defense"
Ashwin,32,R3,2377,F,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,2,2,0,0,0,FALSE,No,FALSE,0,3,2,NA,"0,5",
IH,33,R2,10679,F,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,4,0,0,0,2,FALSE,P,FALSE,0,0,2,NA,,Slow
JY,33,R1,2199,M,FALSE,TRUE,0,0,0,1,TRUE,FALSE,0,0,3,0,0,1,4,0,TRUE,P,FALSE,0,0,3,NA,2,climb let go
LJ,33,B3,3793,C,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,3,1,0,0,4,FALSE,No,FALSE,0,0,2,NA,,Has a 2.5 L1 auto if it works
Ashwin,33,R3,10679,F,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,4,0,0,0,1,FALSE,P,FALSE,0,0,1,NA,1,Stuttered a lot while moving
NL,33,B1,2106,F,FALSE,FALSE,0,0,0,2,FALSE,FALSE,0,0,0,0,3,5,3,0,FALSE,No,FALSE,0,0,4,NA,,They got stuck at the end in the reef but VERY good intake
SBS,33,B2,7886,M,FALSE,TRUE,1,0,0,0,TRUE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,3,3,NA,0,Fast reef algae clear
LJ,34,B3,7770,C,FALSE,TRUE,0,1,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,No,FALSE,0,2,2,ba,0,"rip, beached about 30 seconds in tele op"
JY,34,R1,449,F,FALSE,TRUE,0,0,0,2,TRUE,FALSE,0,0,0,0,4,2,8,1,FALSE,No,FALSE,0,1,5,NA,,sped
NL,34,B1,888,F,FALSE,TRUE,0,0,0,1,TRUE,FALSE,0,0,0,0,0,0,11,2,FALSE,P,FALSE,0,0,4,NA,,Very consistent w l4
SBS,34,B2,10224,F,FALSE,TRUE,0,0,0,0,TRUE,FALSE,0,0,2,0,1,2,1,4,FALSE,P,FALSE,0,0,4,NA,,
Ashwin,34,R3,3748,F,FALSE,TRUE,1,1,0,0,TRUE,FALSE,0,0,0,0,0,3,0,1,TRUE,D,TRUE,0,0,3,NA,5,
AW,34,R2,3748,F,FALSE,TRUE,0,0,1,0,TRUE,TRUE,0,0,2,1,0,1,0,1,TRUE,D,FALSE,0,0,4,NA,,Just okay at doing everything 
NL,35,B1,623,F,FALSE,TRUE,0,0,0,0,TRUE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,4,4,NA,0,
BH,35,R1,1111,C,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,4,0,FALSE,P,FALSE,0,0,3,NA,,
SBS,35,B2,404,M,FALSE,TRUE,0,0,0,0,TRUE,TRUE,0,0,11,0,0,0,0,0,FALSE,No,FALSE,0,0,4,NA,,
AW,35,R2,3714,F,FALSE,FALSE,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,0,2,NA,,"Manip not working, couldn41391t even push out starting coral into L1"
LJ,35,B3,1811,C,FALSE,TRUE,0,1,0,0,TRUE,FALSE,0,0,0,0,0,7,0,0,FALSE,No,FALSE,0,0,3,NA,2,"Slow but steady, benefit a lot from 404 clearing algae"
Ashwin,35,R3,3714,F,FALSE,FALSE,0,0,0,0,FALSE,FALSE,0,0,0,2,0,0,0,0,FALSE,P,FALSE,0,0,0,NA,5,Held on to 1 coral for a long time trying to attach to reef but not deploying
NL,36,B1,2199,M,FALSE,TRUE,0,0,0,0,FALSE,TRUE,0,0,0,0,0,0,6,0,TRUE,P,FALSE,0,0,4,NA,,
SBS,36,B2,339,C,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,2,2,0,0,FALSE,No,FALSE,0,0,2,NA,5,
BH,36,R1,10679,,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,7,0,0,0,2,FALSE,P,FALSE,0,0,2,NA,,
AW,36,R2,4541,M,FALSE,TRUE,0,0,0,1,FALSE,FALSE,0,0,0,0,0,0,5,3,FALSE,P,FALSE,0,0,4,NA,,"Good intake, but slow elevator"
Ashwin,36,R3,8622,F,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,5,2,0,0,FALSE,No,FALSE,0,0,2,NA,5,"Took a long time to attach corals, did nothing auto"
LJ,36,B3,2537,F,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,2,0,0,2,2,FALSE,P,FALSE,0,0,3,NA,2,Every tele op shot attempted except 1 was L4
NL,37,B1,9403,F,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,6,1,0,0,0,FALSE,P,FALSE,0,0,3,NA,5,
Ashwin,37,R3,5587,F,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,1,0,0,0,0,FALSE,No,FALSE,0,0,1,NA,"1,5,4",
AW,37,R2,10449,M,FALSE,TRUE,1,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,No,FALSE,0,1,3,cs,,"Touched blue cages, briefly tried defense towards the end"
SBS,37,B2,7886,M,FALSE,TRUE,0,0,0,0,TRUE,TRUE,0,0,1,0,0,0,0,0,FALSE,P,FALSE,0,1,3,NA,5,
BH,37,R1,1885,C,FALSE,TRUE,0,0,0,0,TRUE,TRUE,4,4,0,0,0,0,0,0,FALSE,No,FALSE,0,0,3,NA,,
LJ,37,B3,2106,C,FALSE,TRUE,0,0,0,2,TRUE,FALSE,0,0,2,2,0,6,3,0,TRUE,D,FALSE,0,0,5,NA,,
BH,38,R1,9709,M,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,3,0,0,2,FALSE,No,FALSE,0,0,2,NA,,
NL,38,B1,2377,F,FALSE,TRUE,1,0,0,0,TRUE,FALSE,0,0,0,0,1,2,0,1,FALSE,P,FALSE,0,4,3,NA,"0,5",
EC,38,B2,2421,C,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,1,1,0,2,FALSE,P,FALSE,0,0,1,NA,,"Struggles to align robot, driver issue"
LJ,38,B3,404,M,FALSE,TRUE,1,0,0,0,TRUE,TRUE,0,0,10,0,0,0,0,0,FALSE,No,FALSE,0,5,4,NA,,Ground intake somewhat inconsistent if no wall
AX,38,R2,3793,C,FALSE,FALSE,0,0,0,0,FALSE,FALSE,0,0,0,7,0,0,0,1,FALSE,No,FALSE,0,0,3,NA,5,"Loading coral inconsistent, often took multiple tries, consistent L1 scoring, no auto, did not park"
Ashwin,38,R3,4464,F,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,4,0,0,0,0,FALSE,P,FALSE,0,0,1,NA,"5,4",
AW,39,B2,623,F,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,1,FALSE,P,FALSE,0,4,3,NA,0,Was disabled for about 20 secs in the middle of the match
EC,39,B1,4541,C,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,1,0,0,7,1,FALSE,P,FALSE,0,0,4,NA,,
AX,39,R3,10224,F,FALSE,TRUE,0,0,0,0,TRUE,FALSE,0,0,4,1,3,0,0,0,FALSE,P,FALSE,0,0,4,NA,,"Fast and consistent algae processor cycles, sometimes struggles with coral loading but scores consistent L2"
JY,39,B3,10679,M,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,8,0,0,0,1,FALSE,P,FALSE,0,0,3,NA,,kitbot
FL,39,R1,3714,M,FALSE,TRUE,1,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,3,FALSE,P,FALSE,0,0,2,di,,Got algae stuck in bot
SBS,39,R2,449,C,FALSE,TRUE,0,0,0,1,FALSE,FALSE,0,0,0,0,2,4,4,1,FALSE,P,FALSE,0,0,5,NA,,Scouting app wasn41391t loaded yet so it41391s from memory (might not be most accurate)
FL,40,R1,10449,C,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,No,FALSE,1,2,2,di,,
AW,40,B2,888,C,FALSE,TRUE,0,0,0,1,FALSE,FALSE,0,0,0,0,0,0,7,2,FALSE,P,FALSE,0,0,4,NA,2,Wobbly bot when elevator is extended
EC,40,B1,5587,F,FALSE,TRUE,0,0,0,0,TRUE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,0,3,cs,5,Struggled to intake coral and gave up
SBS,40,R2,2106,F,FALSE,TRUE,0,0,0,1,TRUE,FALSE,0,0,1,2,4,1,3,0,TRUE,D,TRUE,0,0,5,NA,1,Dropped a coral in auto
JY,40,B3,339,M,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,2,3,cs,0,stuck during auto
AX,40,R3,1727,M,FALSE,TRUE,0,0,0,0,TRUE,FALSE,0,0,0,2,1,6,0,0,TRUE,No,FALSE,0,0,4,NA,,"Attempted climb and barely parked ( referee said no park );, fast cycles for L3, L2, auto tries to score L2 twice but failed "
EC,41,B1,8622,F,FALSE,TRUE,0,0,0,0,TRUE,FALSE,0,0,0,0,6,2,0,0,FALSE,P,FALSE,0,0,4,NA,1,A bit of hesitation from driver
AW,41,B2,1811,C,FALSE,TRUE,0,1,0,0,TRUE,FALSE,0,0,0,0,0,6,0,0,FALSE,P,FALSE,0,0,3,NA,,Slow bot and slow elevator
JY,41,B3,9403,M,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,6,0,0,0,1,FALSE,P,FALSE,0,0,3,NA,,good l1 cycle
SBS,41,R2,2537,C,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,1,5,FALSE,P,FALSE,0,0,2,NA,"4,1",
AX,41,R3,7886,M,FALSE,TRUE,0,0,0,0,TRUE,FALSE,0,0,2,0,0,0,0,0,FALSE,P,FALSE,0,0,2,NA,,"Driver was struggling a lot, focuses on removing algae and scoring in processor, inconsistent algae intake, long cycles "
FL,41,R1,4464,F,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,2,0,0,0,5,FALSE,P,FALSE,0,0,2,NA,"4,5",Kit bot and they still had inconsistent intake41389
EC,42,B1,3748,C,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,1,2,4,0,1,TRUE,P,FALSE,0,0,3,NA,,Tried scoring a coral on an algae for some reason
JY,42,B3,2377,F,FALSE,TRUE,1,0,0,0,TRUE,FALSE,0,0,0,4,0,1,0,2,FALSE,No,FALSE,0,0,4,cs,,"stuck coral at end, but completely possible "
AW,42,B2,2199,M,FALSE,TRUE,0,0,0,0,TRUE,FALSE,0,0,2,0,0,0,3,2,TRUE,D,FALSE,0,0,4,NA,1,Some issues aligning when scoring L4 both in auto and teleop 
SBS,42,R2,1885,C,FALSE,TRUE,0,0,0,0,FALSE,TRUE,2,3,0,0,0,0,0,0,FALSE,P,FALSE,0,4,5,NA,0,Popped an algae and was then forced to play defense
FL,42,R1,7770,F,FALSE,TRUE,0,0,0,0,TRUE,FALSE,0,0,0,0,0,2,3,0,FALSE,P,FALSE,0,0,2,NA,1,"Relatively consistent but slow, attempted l4 during auto"
AX,42,R3,1111,M,FALSE,TRUE,0,0,0,1,FALSE,FALSE,0,0,0,0,0,0,4,2,FALSE,P,FALSE,0,0,3,NA,,"Long cycles, coral loading takes long, L4 positioning takes long + not time efficient because robot elevator pauses briefly at L3 before extending fully to L4, missed L4 few times too"
CL,43,R2,623,C,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,5,4,NA,,
EC,43,B1,339,M,FALSE,TRUE,0,1,0,0,FALSE,FALSE,0,0,0,0,3,0,0,0,FALSE,P,FALSE,0,4,4,NA,5,Intake struggled in second half
FL,43,R1,5587,M,FALSE,TRUE,0,0,0,0,TRUE,FALSE,0,0,2,0,0,0,0,0,FALSE,P,FALSE,0,0,2,NA,5,Useless
AX,43,R3,449,F,FALSE,TRUE,0,0,0,2,TRUE,FALSE,0,0,0,0,3,8,4,0,FALSE,No,FALSE,0,0,5,NA,,Struggled to score coral on L4 on the farthest side of the reef from driver 
AW,43,B2,2106,C,FALSE,TRUE,0,0,0,1,FALSE,FALSE,0,0,0,0,0,0,7,2,TRUE,D,FALSE,0,0,4,NA,,Hindered by 623 playing defense
JY,43,B3,9709,F,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,No,FALSE,0,0,1,de,,"shaking, most likely browned out but not dead"
AW,44,B2,3714,M,FALSE,TRUE,1,0,0,0,FALSE,FALSE,0,0,0,2,0,0,0,5,FALSE,P,FALSE,0,0,2,NA,5,Very slow
JY,44,B3,10449,C,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,1,FALSE,No,FALSE,0,0,3,di,,disabled most of match
CL,44,R2,404,M,FALSE,TRUE,0,0,0,0,TRUE,TRUE,0,0,8,0,0,0,0,0,TRUE,D,FALSE,0,0,4,NA,,
AX,44,R3,4464,F,FALSE,TRUE,0,0,0,0,TRUE,FALSE,0,0,1,5,0,0,0,2,FALSE,P,FALSE,0,0,3,NA,,"Inconsistent L1 scoring, dropped algae when trying to score processor"
EC,44,B1,10679,F,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,2,2,NA,,Poor defense and high amounts of hesitation 
FL,44,R1,888,C,FALSE,TRUE,0,0,0,1,FALSE,FALSE,0,0,0,1,0,0,7,1,FALSE,P,FALSE,0,0,3,NA,1, 
CL,45,R2,10224,C,FALSE,TRUE,0,0,0,0,TRUE,TRUE,0,0,2,2,1,1,0,1,FALSE,No,FALSE,0,0,3,NA,1,almost beached itself 4 times
Arman N,45,R1,1727,F,FALSE,TRUE,1,0,0,0,TRUE,FALSE,0,0,0,1,4,3,0,3,TRUE,P,FALSE,0,0,4,NA,2, 
EC,45,B1,1111,M,FALSE,TRUE,1,0,0,0,FALSE,FALSE,0,0,0,1,0,0,4,1,FALSE,No,FALSE,0,0,3,NA,4,Indecisive driver
AW,45,B2,2377,F,FALSE,TRUE,1,0,0,0,FALSE,FALSE,0,0,0,1,1,4,0,1,FALSE,P,FALSE,0,0,3,NA,,"Good intake, slow bot"
AX,45,R3,2199,M,FALSE,TRUE,0,0,0,0,TRUE,FALSE,0,0,1,0,1,0,5,1,TRUE,D,TRUE,0,0,3,NA,,"Inefficient L4 scoring, elevator goes very high, higher than necessary, good climb"
JY,45,B3,7886,C,FALSE,TRUE,0,0,0,0,TRUE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,4,4,NA,,"something loose on bot, went to defense, good at removing algae"
EC,46,B1,1811,F,FALSE,TRUE,0,0,0,0,TRUE,FALSE,0,0,0,0,1,4,0,0,FALSE,No,FALSE,0,0,4,NA,,Slow cycle time because robot is slow but can handle algae and coral together and very effectively
AW,46,B2,7770,C,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,1,1,1,0,1,FALSE,No,FALSE,0,0,2,ba,1,Took a really long time to align
JY,46,B3,4541,M,FALSE,TRUE,1,0,0,0,FALSE,FALSE,0,0,0,1,0,0,6,1,FALSE,P,FALSE,0,0,4,NA,,take a while to align when scoring l4
AX,46,R3,8622,M,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,8,0,0,0,0,FALSE,P,FALSE,0,0,4,NA,,"Tech issue at beginning so robot paused briefly with coral in intake, pretty fast L1 cycles"
Arman N,46,R1,3793,C,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,5,0,0,0,3,FALSE,P,FALSE,0,0,2,NA,4,
FL,46,R2,3748,F,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,2,3,3,0,0,TRUE,D,TRUE,0,0,3,NA,,Algae manip broke off of the bot
AW,47,B2,1885,M,FALSE,TRUE,0,0,0,0,TRUE,TRUE,2,2,0,0,0,0,0,0,FALSE,No,FALSE,0,0,3,NA,2,Pretty quick at removing algae from reef
EC,47,B1,9403,F,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,2,0,3,0,0,FALSE,P,FALSE,0,0,3,NA,,
FL,47,R2,2421,F,FALSE,TRUE,1,0,0,0,FALSE,FALSE,0,0,0,0,1,0,1,2,FALSE,P,FALSE,0,0,3,NA,5, 
JY,47,B3,9709,C,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,0,3,0,2,FALSE,P,FALSE,0,0,2,NA,,"browning out, suffered lots of defense"
Arman N,47,R1,2537,C,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,4,2,NA,5,Not able to intake any coral and switched to defense.
AX,47,R3,10449,M,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,1,2,NA,,"During auto, coral fell into robot, 10449 decided to play defense after, poor defense, 2421 malfunctioned in this match too and 2537 as well, bad defense for 2537 too"
EC,48,B1,339,C,FALSE,TRUE,0,1,0,0,FALSE,FALSE,0,0,0,0,4,3,0,1,FALSE,P,FALSE,0,0,4,NA,"2,5",The issue with their manip was much more noticeable this round
Arman N,48,R1,623,C,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,5,4,NA,0,
FL,48,R2,2199,M,FALSE,TRUE,0,0,0,1,TRUE,FALSE,0,0,0,0,1,3,0,3,FALSE,P,FALSE,0,0,3,NA,, 
AW,48,B2,1727,M,FALSE,TRUE,0,0,0,0,TRUE,FALSE,0,0,0,0,2,3,0,2,TRUE,D,FALSE,0,0,4,NA,,Kept being blocked at coral station by 623 on defense
AX,48,R3,404,F,FALSE,TRUE,1,0,0,0,TRUE,FALSE,0,0,9,0,0,0,0,0,TRUE,D,TRUE,0,0,4,NA,6,"Really good algae intake and scoring in processor, fast algae cycles and consistent scoring, climb took 24 seconds and deep climb wasn41391t fully successfully ( touching 623)"
JY,48,B3,7886,F,FALSE,TRUE,0,0,0,0,TRUE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,3,3,NA,0,Defense
AW,49,B2,3793,M,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,3,0,0,0,1,FALSE,P,FALSE,0,0,3,NA,,Slowwwww
SBS,49,R3,2106,F,FALSE,TRUE,0,0,0,1,TRUE,FALSE,0,0,1,1,0,1,7,0,TRUE,D,TRUE,0,0,5,NA,,449 cooked on defense
EC,49,B1,449,F,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,4,0,FALSE,P,FALSE,1,4,5,NA,,"Manip stopped spinning :(  Very good defense though, yellow card"
JY,49,B3,8622,C,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,4,2,0,3,FALSE,P,FALSE,0,0,4,NA,,decent cycle but need time to align
Arman N,49,R1,10679,C,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,3,2,NA,0, 
AX,49,R2,1111,M,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,0,3,1,1,FALSE,P,FALSE,0,0,3,NA,,"Slow coral loading, slow coral positioning, missed L4 auto"
EC,50,B1,3748,C,FALSE,TRUE,0,1,0,0,TRUE,FALSE,0,0,0,1,2,4,0,0,TRUE,D,TRUE,0,0,4,NA,,Small possibility that a coral might stick in their intake 
RL,50,B2,4464,M,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,2,0,0,0,1,FALSE,No,FALSE,0,0,2,di,,"Oscillated between alive and more often disabled, very push-able tho"
JY,50,B3,3714,M,FALSE,TRUE,1,0,0,0,FALSE,FALSE,0,0,0,4,0,0,0,1,FALSE,P,FALSE,0,0,2,ba,,"kitbot, L1, mid driving"
CL,50,R1,10224,C,FALSE,TRUE,0,1,0,0,FALSE,FALSE,0,0,0,0,0,1,6,3,FALSE,No,FALSE,0,0,3,NA,"5,4",coral kept getting not completely in the manip and they had to shake to fix
SBS,50,R2,9403,M,FALSE,TRUE,0,0,0,0,FALSE,FALSE,0,0,0,0,0,2,0,1,FALSE,No,FALSE,0,3,2,NA,"5,4",coral kept getting not completely in the manip and they had to shake to fix
AX,50,R3,4541,F,FALSE,TRUE,0,0,0,1,TRUE,FALSE,0,0,0,0,0,0,2,1,FALSE,P,FALSE,1,2,2,cs,0,"Coral fell into robot + got stuck, played defense, removes algae, L4 coral adjustment for positioning takes long, got 1 foul"
